Order ID,Order Date,Customer ID,Product ID,Quantity,Customer Name,Email,Country,Coffee Type,Roast Type,Size,Unit Price,Sales,Coffee Name,Roast Type Seed
VKA-82720-513,24/06/2019,12299-30914-NG,A-M-2.5,6,Grete Holborn,gholborn4b@ow.ly,United States,Ara,M,2.5kg,$25.88,$155.25,Arabica,Medium
THA-60599-417,26/10/2019,59971-35626-YJ,A-M-2.5,3,Fielding Keinrat,fkeinrat4c@dailymail.co.uk,United States,Ara,M,2.5kg,$25.88,$77.63,Arabica,Medium
MEK-39769-035,27/06/2021,15380-76513-PS,R-D-2.5,3,Paulo Yea,pyea4d@aol.com,Ireland,Rob,D,2.5kg,$20.59,$61.76,Robusta,Dark
JAF-18294-750,06/09/2019,73564-98204-EY,R-D-2.5,6,Say Risborough,,United States,Rob,D,2.5kg,$20.59,$123.51,Robusta,Dark
TME-59627-221,30/04/2021,72282-40594-RX,L-L-2.5,6,Alexa Sizey,,United States,Lib,L,2.5kg,$36.46,$218.73,Librica,Light
UDG-65353-824,07/01/2020,17514-94165-RJ,E-M-0.5,4,Kari Swede,kswede4g@addthis.com,United States,Exc,M,0.5kg,$8.25,$33.00,Excelsia,Medium
ENQ-42923-176,11/01/2021,56248-75861-JX,A-L-0.5,3,Leontine Rubrow,lrubrow4h@microsoft.com,United States,Ara,L,0.5kg,$7.77,$23.31,Arabica,Light
CBT-55781-720,15/11/2021,97855-54761-IS,E-D-0.5,3,Dottie Tift,dtift4i@netvibes.com,United States,Exc,D,0.5kg,$7.29,$21.87,Excelsia,Dark
NEU-86533-016,03/06/2019,96544-91644-IT,R-D-0.2,6,Gerardo Schonfeld,gschonfeld4j@oracle.com,United States,Rob,D,0.2kg,$2.69,$16.11,Robusta,Dark
BYU-58154-603,17/12/2020,51971-70393-QM,E-D-0.5,4,Claiborne Feye,cfeye4k@google.co.jp,Ireland,Exc,D,0.5kg,$7.29,$29.16,Excelsia,Dark
EHJ-05910-257,07/02/2021,06812-11924-IK,R-D-1,6,Mina Elstone,,United States,Rob,D,1.0kg,$8.95,$53.70,Robusta,Dark
EIL-44855-309,15/03/2021,59741-90220-OW,R-D-0.5,5,Sherman Mewrcik,,United States,Rob,D,0.5kg,$5.37,$26.85,Robusta,Dark
HCA-87224-420,04/08/2022,62682-27930-PD,E-M-0.5,5,Tamarah Fero,tfero4n@comsenz.com,United States,Exc,M,0.5kg,$8.25,$41.25,Excelsia,Medium
ABO-29054-365,19/01/2019,00256-19905-YG,A-M-0.5,6,Stanislaus Valsler,,Ireland,Ara,M,0.5kg,$6.75,$40.50,Arabica,Medium
TKN-58485-031,23/03/2022,38890-22576-UI,R-D-1,2,Felita Dauney,fdauney4p@sphinn.com,Ireland,Rob,D,1.0kg,$8.95,$17.90,Robusta,Dark
RCK-04069-371,07/10/2021,94573-61802-PH,E-L-2.5,2,Serena Earley,searley4q@youku.com,United Kingdom,Exc,L,2.5kg,$34.16,$68.31,Excelsia,Light
IRJ-67095-738,20/03/2019,86447-02699-UT,E-M-2.5,2,Minny Chamberlayne,mchamberlayne4r@bigcartel.com,United States,Exc,M,2.5kg,$31.63,$63.25,Excelsia,Medium
VEA-31961-977,15/12/2021,51432-27169-KN,E-D-0.5,3,Bartholemy Flaherty,bflaherty4s@moonfruit.com,Ireland,Exc,D,0.5kg,$7.29,$21.87,Excelsia,Dark
BAF-42286-205,08/06/2022,43074-00987-PB,R-M-2.5,4,Oran Colbeck,ocolbeck4t@sina.com.cn,United States,Rob,M,2.5kg,$22.89,$91.54,Robusta,Medium
WOR-52762-511,14/12/2019,04739-85772-QT,E-L-2.5,6,Elysee Sketch,,United States,Exc,L,2.5kg,$34.16,$204.93,Excelsia,Light
ZWK-03995-815,10/04/2021,28279-78469-YW,E-M-2.5,2,Ethelda Hobbing,ehobbing4v@nsw.gov.au,United States,Exc,M,2.5kg,$31.63,$63.25,Excelsia,Medium
CKF-43291-846,10/03/2020,91829-99544-DS,E-L-2.5,1,Odille Thynne,othynne4w@auda.org.au,United States,Exc,L,2.5kg,$34.16,$34.16,Excelsia,Light
RMW-74160-339,16/10/2020,38978-59582-JP,R-L-2.5,4,Emlynne Heining,eheining4x@flickr.com,United States,Rob,L,2.5kg,$27.49,$109.94,Robusta,Light
FMT-94584-786,08/10/2019,86504-96610-BH,A-L-1,2,Katerina Melloi,kmelloi4y@imdb.com,United States,Ara,L,1.0kg,$12.95,$25.90,Arabica,Light
NWT-78222-575,31/12/2019,75986-98864-EZ,A-D-0.2,1,Tiffany Scardafield,,Ireland,Ara,D,0.2kg,$2.99,$2.99,Arabica,Dark
EOI-02511-919,20/03/2020,66776-88682-RG,E-L-0.2,5,Abrahan Mussen,amussen50@51.la,United States,Exc,L,0.2kg,$4.46,$22.28,Excelsia,Light
EOI-02511-919,20/03/2020,66776-88682-RG,A-D-0.5,5,Abrahan Mussen,amussen50@51.la,United States,Ara,D,0.5kg,$5.97,$29.85,Arabica,Dark
UCT-03935-589,29/03/2021,85851-78384-DM,R-D-0.5,6,Anny Mundford,amundford52@nbcnews.com,United States,Rob,D,0.5kg,$5.37,$32.22,Robusta,Dark
SBI-60013-494,12/11/2021,55232-81621-BX,E-M-0.2,2,Tory Walas,twalas53@google.ca,United States,Exc,M,0.2kg,$4.13,$8.25,Excelsia,Medium
QRA-73277-814,20/07/2021,80310-92912-JA,A-L-0.5,4,Isa Blazewicz,iblazewicz54@thetimes.co.uk,United States,Ara,L,0.5kg,$7.77,$31.08,Arabica,Light
EQE-31648-909,18/01/2019,19821-05175-WZ,E-D-0.5,5,Angie Rizzetti,arizzetti55@naver.com,United States,Exc,D,0.5kg,$7.29,$36.45,Excelsia,Dark
QOO-24615-950,07/08/2019,01338-83217-GV,R-M-2.5,3,Mord Meriet,mmeriet56@noaa.gov,United States,Rob,M,2.5kg,$22.89,$68.66,Robusta,Medium
WDV-73864-037,13/03/2022,66044-25298-TA,L-M-0.5,5,Lawrence Pratt,lpratt57@netvibes.com,United States,Lib,M,0.5kg,$8.73,$43.65,Librica,Medium
PKR-88575-066,17/05/2022,28728-47861-TZ,E-L-0.2,1,Astrix Kitchingham,akitchingham58@com.com,United States,Exc,L,0.2kg,$4.46,$4.46,Excelsia,Light
BWR-85735-955,14/12/2019,32638-38620-AX,L-M-1,3,Burnard Bartholin,bbartholin59@xinhuanet.com,United States,Lib,M,1.0kg,$14.55,$43.65,Librica,Medium
YFX-64795-136,15/01/2020,83163-65741-IH,L-M-2.5,1,Madelene Prinn,mprinn5a@usa.gov,United States,Lib,M,2.5kg,$33.47,$33.47,Librica,Medium
DDO-71442-967,12/04/2019,89422-58281-FD,L-D-0.2,5,Alisun Baudino,abaudino5b@netvibes.com,United States,Lib,D,0.2kg,$3.89,$19.43,Librica,Dark
ILQ-11027-588,29/03/2020,76293-30918-DQ,E-D-1,6,Philipa Petrushanko,ppetrushanko5c@blinklist.com,Ireland,Exc,D,1.0kg,$12.15,$72.90,Excelsia,Dark
KRZ-13868-122,24/03/2022,86779-84838-EJ,E-L-1,3,Kimberli Mustchin,,United States,Exc,L,1.0kg,$14.85,$44.55,Excelsia,Light
VRM-93594-914,21/07/2021,66806-41795-MX,E-D-0.5,5,Emlynne Laird,elaird5e@bing.com,United States,Exc,D,0.5kg,$7.29,$36.45,Excelsia,Dark
HXL-22497-359,06/08/2019,64875-71224-UI,A-L-1,3,Marlena Howsden,mhowsden5f@infoseek.co.jp,United States,Ara,L,1.0kg,$12.95,$38.85,Arabica,Light
NOP-21394-646,23/05/2021,16982-35708-BZ,E-L-0.5,6,Nealson Cuttler,ncuttler5g@parallels.com,United States,Exc,L,0.5kg,$8.91,$53.46,Excelsia,Light
NOP-21394-646,23/05/2021,16982-35708-BZ,L-D-2.5,2,Nealson Cuttler,ncuttler5g@parallels.com,United States,Lib,D,2.5kg,$29.79,$59.57,Librica,Dark
NOP-21394-646,23/05/2021,16982-35708-BZ,L-D-2.5,3,Nealson Cuttler,ncuttler5g@parallels.com,United States,Lib,D,2.5kg,$29.79,$89.36,Librica,Dark
NOP-21394-646,23/05/2021,16982-35708-BZ,L-L-0.5,4,Nealson Cuttler,ncuttler5g@parallels.com,United States,Lib,L,0.5kg,$9.51,$38.04,Librica,Light
NOP-21394-646,23/05/2021,16982-35708-BZ,E-M-1,3,Nealson Cuttler,ncuttler5g@parallels.com,United States,Exc,M,1.0kg,$13.75,$41.25,Excelsia,Medium
FTV-77095-168,08/04/2021,66708-26678-QK,L-L-0.5,6,Adriana Lazarus,,United States,Lib,L,0.5kg,$9.51,$57.06,Librica,Light
BOR-02906-411,17/10/2021,08743-09057-OO,L-D-2.5,6,Tallie felip,tfelip5m@typepad.com,United States,Lib,D,2.5kg,$29.79,$178.71,Librica,Dark
WMP-68847-770,16/02/2022,37490-01572-JW,L-L-0.2,1,Vanna Le - Count,vle5n@disqus.com,United States,Lib,L,0.2kg,$4.76,$4.76,Librica,Light
TMO-22785-872,15/07/2020,01811-60350-CU,E-M-1,6,Sarette Ducarel,,United States,Exc,M,1.0kg,$13.75,$82.50,Excelsia,Medium
TJG-73587-353,22/02/2020,24766-58139-GT,R-D-0.2,3,Kendra Glison,,United States,Rob,D,0.2kg,$2.69,$8.06,Robusta,Dark
OOU-61343-455,15/01/2021,90123-70970-NY,A-M-1,2,Nertie Poolman,npoolman5q@howstuffworks.com,United States,Ara,M,1.0kg,$11.25,$22.50,Arabica,Medium
RMA-08327-369,11/01/2021,93809-05424-MG,A-M-0.5,6,Orbadiah Duny,oduny5r@constantcontact.com,United States,Ara,M,0.5kg,$6.75,$40.50,Arabica,Medium
SFB-97929-779,08/04/2022,85425-33494-HQ,E-D-0.5,4,Constance Halfhide,chalfhide5s@google.ru,Ireland,Exc,D,0.5kg,$7.29,$29.16,Excelsia,Dark
AUP-10128-606,01/10/2020,54387-64897-XC,A-M-0.5,1,Fransisco Malecky,fmalecky5t@list-manage.com,United Kingdom,Ara,M,0.5kg,$6.75,$6.75,Arabica,Medium
YTW-40242-005,28/10/2019,01035-70465-UO,L-D-1,4,Anselma Attwater,aattwater5u@wikia.com,United States,Lib,D,1.0kg,$12.95,$51.80,Librica,Dark
PRP-53390-819,28/03/2021,84260-39432-ML,E-L-0.5,6,Minette Whellans,mwhellans5v@mapquest.com,United States,Exc,L,0.5kg,$8.91,$53.46,Excelsia,Light
GSJ-01065-125,31/03/2020,69779-40609-RS,E-D-0.2,4,Dael Camilletti,dcamilletti5w@businesswire.com,United States,Exc,D,0.2kg,$3.65,$14.58,Excelsia,Dark
YQU-65147-580,26/03/2022,80247-70000-HT,R-D-2.5,1,Emiline Galgey,egalgey5x@wufoo.com,United States,Rob,D,2.5kg,$20.59,$20.59,Robusta,Dark
QPM-95832-683,06/11/2019,35058-04550-VC,L-L-1,2,Murdock Hame,mhame5y@newsvine.com,Ireland,Lib,L,1.0kg,$15.85,$31.70,Librica,Light
BNQ-88920-567,30/12/2019,27226-53717-SY,L-D-0.2,6,Ilka Gurnee,igurnee5z@usnews.com,United States,Lib,D,0.2kg,$3.89,$23.31,Librica,Dark
PUX-47906-110,01/10/2021,02002-98725-CH,L-M-1,4,Alfy Snowding,asnowding60@comsenz.com,United States,Lib,M,1.0kg,$14.55,$58.20,Librica,Medium
COL-72079-610,09/12/2020,38487-01549-MV,E-L-0.5,4,Godfry Poinsett,gpoinsett61@berkeley.edu,United States,Exc,L,0.5kg,$8.91,$35.64,Excelsia,Light
LBC-45686-819,01/05/2021,98573-41811-EQ,A-M-1,5,Rem Furman,rfurman62@t.co,Ireland,Ara,M,1.0kg,$11.25,$56.25,Arabica,Medium
BLQ-03709-265,04/08/2022,72463-75685-MV,R-L-0.2,3,Charis Crosier,ccrosier63@xrea.com,United States,Rob,L,0.2kg,$3.59,$10.76,Robusta,Light
BLQ-03709-265,04/08/2022,72463-75685-MV,R-M-0.2,5,Charis Crosier,ccrosier63@xrea.com,United States,Rob,M,0.2kg,$2.99,$14.93,Robusta,Medium
VFZ-91673-181,13/11/2021,10225-91535-AI,A-L-1,6,Lenka Rushmer,lrushmer65@europa.eu,United States,Ara,L,1.0kg,$12.95,$77.70,Arabica,Light
WKD-81956-870,16/09/2020,48090-06534-HI,L-D-0.5,3,Waneta Edinborough,wedinborough66@github.io,United States,Lib,D,0.5kg,$7.77,$23.31,Librica,Dark
TNI-91067-006,05/10/2020,80444-58185-FX,E-L-1,4,Bobbe Piggott,,United States,Exc,L,1.0kg,$14.85,$59.40,Excelsia,Light
IZA-61469-812,06/01/2020,13561-92774-WP,L-D-2.5,4,Ketty Bromehead,kbromehead68@un.org,United States,Lib,D,2.5kg,$29.79,$119.14,Librica,Dark
PSS-22466-862,21/05/2021,11550-78378-GE,R-L-0.2,4,Elsbeth Westerman,ewesterman69@si.edu,Ireland,Rob,L,0.2kg,$3.59,$14.34,Robusta,Light
REH-56504-397,26/02/2020,90961-35603-RP,A-M-2.5,5,Anabelle Hutchens,ahutchens6a@amazonaws.com,United States,Ara,M,2.5kg,$25.88,$129.38,Arabica,Medium
ALA-62598-016,19/02/2020,57145-03803-ZL,R-D-0.2,6,Noak Wyvill,nwyvill6b@naver.com,United Kingdom,Rob,D,0.2kg,$2.69,$16.11,Robusta,Dark
EYE-70374-835,29/06/2021,89115-11966-VF,R-L-0.2,5,Beltran Mathon,bmathon6c@barnesandnoble.com,United States,Rob,L,0.2kg,$3.59,$17.93,Robusta,Light
CCZ-19589-212,27/03/2021,05754-41702-FG,L-M-0.2,2,Kristos Streight,kstreight6d@about.com,United States,Lib,M,0.2kg,$4.37,$8.73,Librica,Medium
BPT-83989-157,27/10/2021,84269-49816-ML,A-M-2.5,2,Portie Cutchie,pcutchie6e@globo.com,United States,Ara,M,2.5kg,$25.88,$51.75,Arabica,Medium
YFH-87456-208,12/06/2019,23600-98432-ME,L-M-0.2,2,Sinclare Edsell,,United States,Lib,M,0.2kg,$4.37,$8.73,Librica,Medium
JLN-14700-924,28/06/2020,79058-02767-CP,L-L-0.2,5,Conny Gheraldi,cgheraldi6g@opera.com,United Kingdom,Lib,L,0.2kg,$4.76,$23.78,Librica,Light
JVW-22582-137,23/03/2021,89208-74646-UK,E-M-0.2,5,Beryle Kenwell,bkenwell6h@over-blog.com,United States,Exc,M,0.2kg,$4.13,$20.63,Excelsia,Medium
LAA-41879-001,10/02/2022,11408-81032-UR,L-L-2.5,1,Tomas Sutty,tsutty6i@google.es,United States,Lib,L,2.5kg,$36.46,$36.46,Librica,Light
BRV-64870-915,16/04/2019,32070-55528-UG,L-L-2.5,5,Samuele Ales0,,Ireland,Lib,L,2.5kg,$36.46,$182.28,Librica,Light
RGJ-12544-083,12/02/2020,48873-84433-PN,L-D-2.5,3,Carlie Harce,charce6k@cafepress.com,Ireland,Lib,D,2.5kg,$29.79,$89.36,Librica,Dark
JJX-83339-346,02/01/2022,32928-18158-OW,R-L-0.2,1,Craggy Bril,,United States,Rob,L,0.2kg,$3.59,$3.59,Robusta,Light
BIU-21970-705,07/12/2020,89711-56688-GG,R-M-2.5,2,Friederike Drysdale,fdrysdale6m@symantec.com,United States,Rob,M,2.5kg,$22.89,$45.77,Robusta,Medium
ELJ-87741-745,20/02/2020,48389-71976-JB,E-L-1,4,Devon Magowan,dmagowan6n@fc2.com,United States,Exc,L,1.0kg,$14.85,$59.40,Excelsia,Light
SGI-48226-857,11/06/2020,84033-80762-EQ,A-M-2.5,6,Codi Littrell,,United States,Ara,M,2.5kg,$25.88,$155.25,Arabica,Medium
AHV-66988-037,08/09/2020,12743-00952-KO,R-M-2.5,2,Christel Speak,,United States,Rob,M,2.5kg,$22.89,$45.77,Robusta,Medium
ISK-42066-094,28/03/2020,41505-42181-EF,E-D-1,3,Sibella Rushbrooke,srushbrooke6q@youku.com,United States,Exc,D,1.0kg,$12.15,$36.45,Excelsia,Dark
FTC-35822-530,10/10/2020,14307-87663-KB,E-D-0.5,4,Tammie Drynan,tdrynan6r@deviantart.com,United States,Exc,D,0.5kg,$7.29,$29.16,Excelsia,Dark
VSS-56247-688,21/05/2022,08360-19442-GB,L-M-2.5,4,Effie Yurkov,eyurkov6s@hud.gov,United States,Lib,M,2.5kg,$33.47,$133.86,Librica,Medium
HVW-25584-144,30/04/2020,93405-51204-UW,L-L-0.2,5,Lexie Mallan,lmallan6t@state.gov,United States,Lib,L,0.2kg,$4.76,$23.78,Librica,Light
MUY-15309-209,12/12/2021,97152-03355-IW,L-D-1,3,Georgena Bentjens,gbentjens6u@netlog.com,United Kingdom,Lib,D,1.0kg,$12.95,$38.85,Librica,Dark
VAJ-44572-469,27/10/2020,79216-73157-TE,R-L-0.2,6,Delmar Beasant,,Ireland,Rob,L,0.2kg,$3.59,$21.51,Robusta,Light
YJU-84377-606,07/07/2020,20259-47723-AC,A-D-1,1,Lyn Entwistle,lentwistle6w@omniture.com,United States,Ara,D,1.0kg,$9.95,$9.95,Arabica,Dark
VNC-93921-469,31/01/2020,04666-71569-RI,L-L-1,1,Zacharias Kiffe,zkiffe74@cyberchimps.com,United States,Lib,L,1.0kg,$15.85,$15.85,Librica,Light
OGB-91614-810,18/02/2020,08909-77713-CG,R-M-0.2,1,Mercedes Acott,macott6y@pagesperso-orange.fr,United States,Rob,M,0.2kg,$2.99,$2.99,Robusta,Medium
BQI-61647-496,13/06/2021,84340-73931-VV,E-M-1,5,Connor Heaviside,cheaviside6z@rediff.com,United States,Exc,M,1.0kg,$13.75,$68.75,Excelsia,Medium
IOM-51636-823,06/08/2022,04609-95151-XH,A-D-1,3,Devy Bulbrook,,United States,Ara,D,1.0kg,$9.95,$29.85,Arabica,Dark
GGD-38107-641,23/11/2021,99562-88650-YF,L-M-1,4,Leia Kernan,lkernan71@wsj.com,United States,Lib,M,1.0kg,$14.55,$58.20,Librica,Medium
LTO-95975-728,13/10/2021,46560-73885-PJ,R-L-0.5,4,Rosaline McLae,rmclae72@dailymotion.com,United Kingdom,Rob,L,0.5kg,$7.17,$28.68,Robusta,Light
IGM-84664-265,31/08/2021,80179-44620-WN,R-L-0.5,3,Cleve Blowfelde,cblowfelde73@ustream.tv,United States,Rob,L,0.5kg,$7.17,$21.51,Robusta,Light
SKO-45740-621,16/01/2020,04666-71569-RI,L-M-0.5,2,Zacharias Kiffe,zkiffe74@cyberchimps.com,United States,Lib,M,0.5kg,$8.73,$17.46,Librica,Medium
FOJ-02234-063,25/04/2022,59081-87231-VP,E-D-2.5,1,Denyse O'Calleran,docalleran75@ucla.edu,United States,Exc,D,2.5kg,$27.95,$27.95,Excelsia,Dark
MSJ-11909-468,13/11/2021,07878-45872-CC,E-D-2.5,5,Cobby Cromwell,ccromwell76@desdev.cn,United States,Exc,D,2.5kg,$27.95,$139.73,Excelsia,Dark
DKB-78053-329,08/06/2021,12444-05174-OO,R-M-0.2,2,Irv Hay,ihay77@lulu.com,United Kingdom,Rob,M,0.2kg,$2.99,$5.97,Robusta,Medium
DFZ-45083-941,21/11/2020,34665-62561-AU,R-L-2.5,1,Tani Taffarello,ttaffarello78@sciencedaily.com,United States,Rob,L,2.5kg,$27.49,$27.49,Robusta,Light
OTA-40969-710,14/03/2019,77877-11993-QH,R-L-1,5,Monique Canty,mcanty79@jigsy.com,United States,Rob,L,1.0kg,$11.95,$59.75,Robusta,Light
GRH-45571-667,16/08/2019,32291-18308-YZ,E-M-1,3,Javier Kopke,jkopke7a@auda.org.au,United States,Exc,M,1.0kg,$13.75,$41.25,Excelsia,Medium
NXV-05302-067,22/04/2019,25754-33191-ZI,L-M-2.5,4,Mar McIver,,United States,Lib,M,2.5kg,$33.47,$133.86,Librica,Medium
VZH-86274-142,02/05/2022,53120-45532-KL,R-L-1,5,Arabella Fransewich,,Ireland,Rob,L,1.0kg,$11.95,$59.75,Robusta,Light
KIX-93248-135,11/02/2020,36605-83052-WB,A-D-0.5,1,Violette Hellmore,vhellmore7d@bbc.co.uk,United States,Ara,D,0.5kg,$5.97,$5.97,Arabica,Dark
AXR-10962-010,28/03/2021,53683-35977-KI,E-D-1,2,Myles Seawright,mseawright7e@nbcnews.com,United Kingdom,Exc,D,1.0kg,$12.15,$24.30,Excelsia,Dark
IHS-71573-008,08/05/2021,07972-83134-NM,E-D-0.2,6,Silvana Northeast,snortheast7f@mashable.com,United States,Exc,D,0.2kg,$3.65,$21.87,Excelsia,Dark
QTR-19001-114,21/11/2019,01035-70465-UO,A-D-1,2,Anselma Attwater,aattwater5u@wikia.com,United States,Ara,D,1.0kg,$9.95,$19.90,Arabica,Dark
WBK-62297-910,17/05/2021,25514-23938-IQ,A-D-0.2,2,Monica Fearon,mfearon7h@reverbnation.com,United States,Ara,D,0.2kg,$2.99,$5.97,Arabica,Dark
OGY-19377-175,09/07/2019,49084-44492-OJ,E-D-0.5,1,Barney Chisnell,,Ireland,Exc,D,0.5kg,$7.29,$7.29,Excelsia,Dark
ESR-66651-814,20/05/2020,76624-72205-CK,A-D-0.2,4,Jasper Sisneros,jsisneros7j@a8.net,United States,Ara,D,0.2kg,$2.99,$11.94,Arabica,Dark
CPX-46916-770,27/08/2021,12729-50170-JE,R-L-1,6,Zachariah Carlson,zcarlson7k@bigcartel.com,Ireland,Rob,L,1.0kg,$11.95,$71.70,Robusta,Light
MDC-03318-645,30/04/2022,43974-44760-QI,A-L-0.2,2,Warner Maddox,wmaddox7l@timesonline.co.uk,United States,Ara,L,0.2kg,$3.89,$7.77,Arabica,Light
SFF-86059-407,03/06/2020,30585-48726-BK,A-M-2.5,1,Donnie Hedlestone,dhedlestone7m@craigslist.org,United States,Ara,M,2.5kg,$25.88,$25.88,Arabica,Medium
SCL-94540-788,13/06/2022,16123-07017-TY,E-L-2.5,6,Teddi Crowthe,tcrowthe7n@europa.eu,United States,Exc,L,2.5kg,$34.16,$204.93,Excelsia,Light
HVU-21634-076,10/06/2020,27723-45097-MH,R-L-2.5,4,Dorelia Bury,dbury7o@tinyurl.com,Ireland,Rob,L,2.5kg,$27.49,$109.94,Robusta,Light
XUS-73326-418,18/12/2020,37078-56703-AF,E-L-1,6,Gussy Broadbear,gbroadbear7p@omniture.com,United States,Exc,L,1.0kg,$14.85,$89.10,Excelsia,Light
XWD-18933-006,31/08/2019,79420-11075-MY,A-L-0.2,2,Emlynne Palfrey,epalfrey7q@devhub.com,United States,Ara,L,0.2kg,$3.89,$7.77,Arabica,Light
HPD-65272-772,25/02/2019,57504-13456-UO,L-M-2.5,1,Parsifal Metrick,pmetrick7r@rakuten.co.jp,United States,Lib,M,2.5kg,$33.47,$33.47,Librica,Medium
JEG-93140-224,07/02/2021,53751-57560-CN,E-M-0.5,5,Christopher Grieveson,,United States,Exc,M,0.5kg,$8.25,$41.25,Excelsia,Medium
NNH-62058-950,14/01/2021,96112-42558-EA,E-L-1,4,Karlan Karby,kkarby7t@sbwire.com,United States,Exc,L,1.0kg,$14.85,$59.40,Excelsia,Light
LTD-71429-845,24/02/2019,03157-23165-UB,A-L-0.5,1,Flory Crumpe,fcrumpe7u@ftc.gov,United Kingdom,Ara,L,0.5kg,$7.77,$7.77,Arabica,Light
MPV-26985-215,23/06/2019,51466-52850-AG,R-D-0.5,1,Amity Chatto,achatto7v@sakura.ne.jp,United Kingdom,Rob,D,0.5kg,$5.37,$5.37,Robusta,Dark
IYO-10245-081,09/05/2020,57145-31023-FK,E-M-2.5,3,Nanine McCarthy,,United States,Exc,M,2.5kg,$31.63,$94.88,Excelsia,Medium
BYZ-39669-954,18/07/2020,66408-53777-VE,L-L-2.5,1,Lyndsey Megany,,United States,Lib,L,2.5kg,$36.46,$36.46,Librica,Light
EFB-72860-209,17/10/2019,53035-99701-WG,A-M-0.2,4,Byram Mergue,bmergue7y@umn.edu,United States,Ara,M,0.2kg,$3.38,$13.50,Arabica,Medium
GMM-72397-378,16/05/2022,45899-92796-EI,R-L-0.2,4,Kerr Patise,kpatise7z@jigsy.com,United States,Rob,L,0.2kg,$3.59,$14.34,Robusta,Light
LYP-52345-883,24/03/2021,17649-28133-PY,E-M-0.5,1,Mathew Goulter,,Ireland,Exc,M,0.5kg,$8.25,$8.25,Excelsia,Medium
DFK-35846-692,03/11/2019,49612-33852-CN,R-D-0.2,5,Marris Grcic,,United States,Rob,D,0.2kg,$2.69,$13.43,Robusta,Dark
XAH-93337-609,28/10/2021,66976-43829-YG,A-D-1,5,Domeniga Duke,dduke82@vkontakte.ru,United States,Ara,D,1.0kg,$9.95,$49.75,Arabica,Dark
QKA-72582-644,16/12/2020,64852-04619-XZ,E-M-0.5,2,Violante Skouling,,Ireland,Exc,M,0.5kg,$8.25,$16.50,Excelsia,Medium
ZDK-84567-102,29/11/2021,58690-31815-VY,A-D-0.5,3,Isidore Hussey,ihussey84@mapy.cz,United States,Ara,D,0.5kg,$5.97,$17.91,Arabica,Dark
WAV-38301-984,20/03/2021,62863-81239-DT,A-D-0.5,5,Cassie Pinkerton,cpinkerton85@upenn.edu,United States,Ara,D,0.5kg,$5.97,$29.85,Arabica,Dark
KZR-33023-209,08/04/2022,21177-40725-CF,E-L-1,3,Micki Fero,,United States,Exc,L,1.0kg,$14.85,$44.55,Excelsia,Light
ULM-49433-003,14/08/2020,99421-80253-UI,E-M-1,2,Cybill Graddell,,United States,Exc,M,1.0kg,$13.75,$27.50,Excelsia,Medium
SIB-83254-136,12/05/2019,45315-50206-DK,R-M-0.5,6,Dorian Vizor,dvizor88@furl.net,United States,Rob,M,0.5kg,$5.97,$35.82,Robusta,Medium
NOK-50349-551,03/03/2021,09595-95726-OV,R-D-0.5,3,Eddi Sedgebeer,esedgebeer89@oaic.gov.au,United States,Rob,D,0.5kg,$5.37,$16.11,Robusta,Dark
YIS-96268-844,11/02/2020,60221-67036-TD,E-L-0.2,6,Ken Lestrange,klestrange8a@lulu.com,United States,Exc,L,0.2kg,$4.46,$26.73,Excelsia,Light
CXI-04933-855,27/04/2019,62923-29397-KX,E-L-2.5,6,Lacee Tanti,ltanti8b@techcrunch.com,United States,Exc,L,2.5kg,$34.16,$204.93,Excelsia,Light
IZU-90429-382,26/03/2022,33011-52383-BA,A-L-1,3,Arel De Lasci,ade8c@1und1.de,United States,Ara,L,1.0kg,$12.95,$38.85,Arabica,Light
WIT-40912-783,28/09/2020,86768-91598-FA,L-D-0.2,4,Trescha Jedrachowicz,tjedrachowicz8d@acquirethisname.com,United States,Lib,D,0.2kg,$3.89,$15.54,Librica,Dark
PSD-57291-590,24/10/2019,37191-12203-MX,A-M-0.5,1,Perkin Stonner,pstonner8e@moonfruit.com,United States,Ara,M,0.5kg,$6.75,$6.75,Arabica,Medium
GOI-41472-677,04/08/2021,16545-76328-JY,E-D-2.5,4,Darrin Tingly,dtingly8f@goo.ne.jp,United States,Exc,D,2.5kg,$27.95,$111.78,Excelsia,Dark
KTX-17944-494,29/12/2019,74330-29286-RO,A-L-0.2,1,Claudetta Rushe,crushe8n@about.me,United States,Ara,L,0.2kg,$3.89,$3.89,Arabica,Light
RDM-99811-230,27/11/2019,22349-47389-GY,L-M-0.2,5,Benn Checci,bchecci8h@usa.gov,United Kingdom,Lib,M,0.2kg,$4.37,$21.83,Librica,Medium
JTU-55897-581,29/02/2020,70290-38099-GB,R-M-0.2,5,Janifer Bagot,jbagot8i@mac.com,United States,Rob,M,0.2kg,$2.99,$14.93,Robusta,Medium
CRK-07584-240,31/01/2021,18741-72071-PP,A-M-1,3,Ermin Beeble,ebeeble8j@soundcloud.com,United States,Ara,M,1.0kg,$11.25,$33.75,Arabica,Medium
MKE-75518-399,17/06/2022,62588-82624-II,A-M-1,3,Cos Fluin,cfluin8k@flickr.com,United Kingdom,Ara,M,1.0kg,$11.25,$33.75,Arabica,Medium
AEL-51169-725,03/02/2020,37430-29579-HD,L-M-0.2,6,Eveleen Bletsor,ebletsor8l@vinaora.com,United States,Lib,M,0.2kg,$4.37,$26.19,Librica,Medium
